date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:11:33	55780/55780	---MC-	200	added ('OK')	image/png	etag:%2208fdaedf21659ad2b7c93347b2871281%22	https://framerusercontent.com/images/iZNWx0bLRrKf3GoTvrdBbzOrQA.png	D:/tngrm/tngrm/framerusercontent.com/images/iZNWx0bLRrKf3GoTvrdBbzOrQA.png	(from https://tngrm.ai/solutions)
21:11:34	503038/503038	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:24%20GMT	https://tngrm.ai/solutions/personal-finance-assistant	D:/tngrm/tngrm/tngrm.ai/solutions/personal-finance-assistant.html	(from https://tngrm.ai/solutions)
21:11:35	105913/105913	---MC-	200	added ('OK')	image/png	etag:%22d335590808446ccbb927a73523312655%22	https://framerusercontent.com/images/ajQp7r0qamL42TFllw7BUjKzoE.png	D:/tngrm/tngrm/framerusercontent.com/images/ajQp7r0qamL42TFllw7BUjKzoE.png	(from https://tngrm.ai/solutions)
21:11:36	499639/499639	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:24%20GMT	https://tngrm.ai/solutions/data-studio	D:/tngrm/tngrm/tngrm.ai/solutions/data-studio.html	(from https://tngrm.ai/solutions)
21:11:37	217547/217547	---MC-	200	added ('OK')	image/png	etag:%227225d959865a9069697c5ae1a1e83054%22	https://framerusercontent.com/images/CXuYVgLb63AOmbDPc5v8LrrQ3wU.png	D:/tngrm/tngrm/framerusercontent.com/images/CXuYVgLb63AOmbDPc5v8LrrQ3wU.png	(from https://tngrm.ai/solutions)
21:11:38	493551/493551	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:24%20GMT	https://tngrm.ai/solutions/ai-studio	D:/tngrm/tngrm/tngrm.ai/solutions/ai-studio.html	(from https://tngrm.ai/solutions)
21:11:39	115296/115296	---MC-	200	added ('OK')	image/png	etag:%22daadc5aac2a8512f3d7c4b13e8d53863%22	https://framerusercontent.com/images/I0JfBFnN11PqfHbTfnrIuclA1c.png	D:/tngrm/tngrm/framerusercontent.com/images/I0JfBFnN11PqfHbTfnrIuclA1c.png	(from https://tngrm.ai/solutions)
21:11:39	322422/322422	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/card-recommender-model	D:/tngrm/tngrm/tngrm.ai/models/card-recommender-model.html	(from https://tngrm.ai/models)
21:11:40	573/573	---MC-	200	added ('OK')	image/png	etag:%220cadee2ec9f897e76de731ebc7ef91d7%22	https://framerusercontent.com/images/v1NSwXppXPXy2nREqGalxbmyfjo.png?width=740&height=460	D:/tngrm/tngrm/framerusercontent.com/images/v1NSwXppXPXy2nREqGalxbmyfjofbce.png	(from https://tngrm.ai/models)
21:11:40	321665/321665	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/card-churn-prediction-model	D:/tngrm/tngrm/tngrm.ai/models/card-churn-prediction-model.html	(from https://tngrm.ai/models)
21:11:41	321938/321938	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/loan-collection-model	D:/tngrm/tngrm/tngrm.ai/models/loan-collection-model.html	(from https://tngrm.ai/models)
21:11:42	321495/321495	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/loan-propensity-model	D:/tngrm/tngrm/tngrm.ai/models/loan-propensity-model.html	(from https://tngrm.ai/models)
21:11:42	321087/321087	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/loan-default-prediction	D:/tngrm/tngrm/tngrm.ai/models/loan-default-prediction.html	(from https://tngrm.ai/models)
21:11:43	320418/320418	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/customer-lifetime-value-model	D:/tngrm/tngrm/tngrm.ai/models/customer-lifetime-value-model.html	(from https://tngrm.ai/models)
21:11:43	320708/320708	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/revolver-optimization	D:/tngrm/tngrm/tngrm.ai/models/revolver-optimization.html	(from https://tngrm.ai/models)
21:11:43	321447/321447	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/credit-card-default-prediction	D:/tngrm/tngrm/tngrm.ai/models/credit-card-default-prediction.html	(from https://tngrm.ai/models)
21:11:44	321150/321150	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/cross-border-recommendation	D:/tngrm/tngrm/tngrm.ai/models/cross-border-recommendation.html	(from https://tngrm.ai/models)
21:11:44	321453/321453	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/customer-reactivation-model	D:/tngrm/tngrm/tngrm.ai/models/customer-reactivation-model.html	(from https://tngrm.ai/models)
21:11:44	321042/321042	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/spend-increase-model	D:/tngrm/tngrm/tngrm.ai/models/spend-increase-model.html	(from https://tngrm.ai/models)
21:11:45	321057/321057	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/neural-content-based-filtering	D:/tngrm/tngrm/tngrm.ai/models/neural-content-based-filtering.html	(from https://tngrm.ai/models)
21:11:45	321024/321024	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/neural-collaborative-filtering	D:/tngrm/tngrm/tngrm.ai/models/neural-collaborative-filtering.html	(from https://tngrm.ai/models)
21:11:46	321479/321479	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/hidden-affluents-model	D:/tngrm/tngrm/tngrm.ai/models/hidden-affluents-model.html	(from https://tngrm.ai/models)
21:11:46	318236/318236	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/travel-insurance-recommendation	D:/tngrm/tngrm/tngrm.ai/models/travel-insurance-recommendation.html	(from https://tngrm.ai/models)
21:11:46	321030/321030	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/low-credit-alert	D:/tngrm/tngrm/tngrm.ai/models/low-credit-alert.html	(from https://tngrm.ai/models)
21:11:47	320725/320725	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/next-best-product	D:/tngrm/tngrm/tngrm.ai/models/next-best-product.html	(from https://tngrm.ai/models)
21:11:47	320754/320754	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/debit-to-credit-upgrade	D:/tngrm/tngrm/tngrm.ai/models/debit-to-credit-upgrade.html	(from https://tngrm.ai/models)
21:11:47	320425/320425	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/anomaly-transaction-detection-(unsupervised)	D:/tngrm/tngrm/tngrm.ai/models/anomaly-transaction-detection-(unsupervised).html	(from https://tngrm.ai/models)
21:11:48	320766/320766	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/anomaly-transaction-detection-(supervised)	D:/tngrm/tngrm/tngrm.ai/models/anomaly-transaction-detection-(supervised).html	(from https://tngrm.ai/models)
21:11:48	321493/321493	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/one-time-debt-payment-recommendation	D:/tngrm/tngrm/tngrm.ai/models/one-time-debt-payment-recommendation.html	(from https://tngrm.ai/models)
21:11:49	320642/320642	---MCZ	200	added ('OK')	text/html	date:Tue,%2030%20Sep%202025%2010:44:23%20GMT	https://tngrm.ai/models/decline-in-activity	D:/tngrm/tngrm/tngrm.ai/models/decline-in-activity.html	(from https://tngrm.ai/models)
21:11:50	72534/72534	---MC-	200	added ('OK')	image/png	etag:%220e2b62d214e7a8a53eac16a3add69d09%22	https://framerusercontent.com/images/wC5Ex1VFQhUYB6GRG9P4aTvTzQ.png	D:/tngrm/tngrm/framerusercontent.com/images/wC5Ex1VFQhUYB6GRG9P4aTvTzQ.png	(from https://tngrm.ai/deployment)
21:11:51	48087/48087	---MC-	200	added ('OK')	image/png	etag:%22f3829dcbbd6b43f79eee814238751953%22	https://framerusercontent.com/images/fyWngklhHyukIjK6d3iBUgilXqo.png	D:/tngrm/tngrm/framerusercontent.com/images/fyWngklhHyukIjK6d3iBUgilXqo.png	(from https://tngrm.ai/deployment)
21:11:52	203890/203890	---MC-	200	added ('OK')	image/png	etag:%229e3144820440432b14d71289c2f1456b%22	https://framerusercontent.com/images/hqU9XH0r2Ggy3cwxsmpQ0mIWLnI.png	D:/tngrm/tngrm/framerusercontent.com/images/hqU9XH0r2Ggy3cwxsmpQ0mIWLnI.png	(from https://tngrm.ai/deployment)
21:11:54	36661/36661	---MC-	200	added ('OK')	image/png	etag:%2210b855b5ca430e28424674d22b1308fc%22	https://framerusercontent.com/images/hQDlw70q2Ffl3LYhct2o8jhjGA.png	D:/tngrm/tngrm/framerusercontent.com/images/hQDlw70q2Ffl3LYhct2o8jhjGA.png	(from https://tngrm.ai/deployment)
21:11:56	114258/114258	---MC-	200	added ('OK')	image/png	etag:%2292dd4a47550caf188baab12786b7d5ed%22	https://framerusercontent.com/images/vE4HwsLbIUBPj77T0Xmo7HOH4.png?width=1783&height=1065	D:/tngrm/tngrm/framerusercontent.com/images/vE4HwsLbIUBPj77T0Xmo7HOH483af.png	(from https://tngrm.ai/solutions/marketplace-ai)
21:11:57	73698/73698	---MC-	200	added ('OK')	image/png	etag:%2278d9fc1422b9ce0243367a296193ef54%22	https://framerusercontent.com/images/tOBY0rQXejI7nVsbAYTHXTlmbY.png?width=764&height=750	D:/tngrm/tngrm/framerusercontent.com/images/tOBY0rQXejI7nVsbAYTHXTlmbY0b97.png	(from https://tngrm.ai/solutions/marketplace-ai)
21:11:57	7332/7332	---MC-	200	added ('OK')	image/png	etag:%2281398109888a9e8b08e56f9e638c9bdb%22	https://framerusercontent.com/images/pp3aCLoQEkkpCCxBaj8YFs7fI.png?width=800&height=500	D:/tngrm/tngrm/framerusercontent.com/images/pp3aCLoQEkkpCCxBaj8YFs7fI13cd.png	(from https://tngrm.ai/solutions/marketplace-ai)
21:11:58	29048/29048	---MC-	200	added ('OK')	image/png	etag:%22a894e86b360b5d157a777d2c3256bd14%22	https://framerusercontent.com/images/ir8oxzERzE6eI7RL6zIqvMRIo.png?width=1280&height=353	D:/tngrm/tngrm/framerusercontent.com/images/ir8oxzERzE6eI7RL6zIqvMRIo3ae3.png	(from https://tngrm.ai/solutions/marketplace-ai)
21:11:58	25203/25203	---MC-	200	added ('OK')	image/png	etag:%225de154c8842e7cb511bd13541d6d3abb%22	https://framerusercontent.com/images/lQscKkQUVWg2bX2FzqqNXpJAXU.png?width=3840&height=2160	D:/tngrm/tngrm/framerusercontent.com/images/lQscKkQUVWg2bX2FzqqNXpJAXUcd01.png	(from https://tngrm.ai/solutions/marketplace-ai)
21:11:59	91276/91276	---MC-	200	added ('OK')	image/png	etag:%22543d576cc1b46dc3a595a241cf2746cb%22	https://framerusercontent.com/images/Rx9vAxdgtp3kyJm1XPIjlDcSfgU.png?width=1280&height=720	D:/tngrm/tngrm/framerusercontent.com/images/Rx9vAxdgtp3kyJm1XPIjlDcSfgUf7e0.png	(from https://tngrm.ai/solutions/marketplace-ai)
21:12:00	30701/30701	---MC-	200	added ('OK')	image/png	etag:%22b2ee5d233a2988ca2dc95686ceb18cd1%22	https://framerusercontent.com/images/06jv10Mfn78Kq2McTNj7Dm12cxM.png?width=2560&height=443	D:/tngrm/tngrm/framerusercontent.com/images/06jv10Mfn78Kq2McTNj7Dm12cxMa939.png	(from https://tngrm.ai/solutions/marketplace-ai)
21:12:00	52165/52165	---MC-	200	added ('OK')	image/png	etag:%2234d33e33592938021fd4820ae9ca5682%22	https://framerusercontent.com/images/1zskpIeZzqkdlpnDAIcB0AAn6Q.png?width=1280&height=415	D:/tngrm/tngrm/framerusercontent.com/images/1zskpIeZzqkdlpnDAIcB0AAn6Qfc52.png	(from https://tngrm.ai/solutions/marketplace-ai)
21:12:01	7651/7651	---MC-	200	added ('OK')	image/png	etag:%222001fb059b91df38af0388b732c0a3ff%22	https://framerusercontent.com/images/1nz4G0yWIG9zch30YorjQt2fwE.png?width=600&height=188	D:/tngrm/tngrm/framerusercontent.com/images/1nz4G0yWIG9zch30YorjQt2fwEe0fa.png	(from https://tngrm.ai/solutions/marketplace-ai)
21:12:02	39101/39101	---MC-	200	added ('OK')	image/png	etag:%2294ea67016f184b764b611372610c271f%22	https://framerusercontent.com/images/AgEqmQeivIqqe5cHty5hwrGVw.png?width=1782&height=1065	D:/tngrm/tngrm/framerusercontent.com/images/AgEqmQeivIqqe5cHty5hwrGVw6c6b.png	(from https://tngrm.ai/solutions/offer-management-platform)
21:12:03	74292/74292	---MC-	200	added ('OK')	image/png	etag:%22d6baef85e525d9f5c938f8d93fc39de2%22	https://framerusercontent.com/images/y86K8QNQAKAMZ5ouRyO7Kh321M.png?width=764&height=750	D:/tngrm/tngrm/framerusercontent.com/images/y86K8QNQAKAMZ5ouRyO7Kh321M0b97.png	(from https://tngrm.ai/solutions/offer-management-platform)
21:12:03	79131/79131	---MC-	200	added ('OK')	image/jpeg	etag:%220b3b2515e191a7b3e35ac5082355c9ec%22	https://framerusercontent.com/images/k4SpSq2meGbfKCySfqaRh2Ybj2A.png?width=800&height=478	D:/tngrm/tngrm/framerusercontent.com/images/k4SpSq2meGbfKCySfqaRh2Ybj2A7ee4.jpg	(from https://tngrm.ai/solutions/ai-travel)
21:12:04	72237/72237	---MC-	200	added ('OK')	image/png	etag:%2295b0b972bb00a641cbadb1db140013ec%22	https://framerusercontent.com/images/BTa7EqeEJ3hHxERVVEAIaHlNs.png?width=764&height=750	D:/tngrm/tngrm/framerusercontent.com/images/BTa7EqeEJ3hHxERVVEAIaHlNs0b97.png	(from https://tngrm.ai/solutions/ai-travel)
21:12:05	55780/55780	---MC-	200	added ('OK')	image/png	etag:%2208fdaedf21659ad2b7c93347b2871281%22	https://framerusercontent.com/images/iZNWx0bLRrKf3GoTvrdBbzOrQA.png?width=2268&height=1359	D:/tngrm/tngrm/framerusercontent.com/images/iZNWx0bLRrKf3GoTvrdBbzOrQA11d5.png	(from https://tngrm.ai/solutions/cxo-intelligence-suite)
